candidate	model_a	model_b	best_chain_permutation_contact_jaccard
ova_body_c4_multihit11_ms	seed-4_sample-2	seed-5_sample-1	0.75177304964539
ova_body_c4_multihit11_ms	seed-4_sample-2	seed-5_sample-2	0.7147766323024055
ova_body_c4_multihit11_ms	seed-4_sample-2	seed-5_sample-3	0.7441860465116279
ova_body_c4_multihit11_ms	seed-4_sample-2	seed-5_sample-4	0.7647058823529411
ova_body_c4_multihit11_ms	seed-4_sample-3	seed-4_sample-4	0.872
ova_body_c4_multihit11_ms	seed-4_sample-3	seed-5_sample-0	0.8307086614173228
ova_body_c4_multihit11_ms	seed-4_sample-3	seed-5_sample-1	0.8372093023255814
ova_body_c4_multihit11_ms	seed-4_sample-3	seed-5_sample-2	0.7940074906367042
ova_body_c4_multihit11_ms	seed-4_sample-3	seed-5_sample-3	0.784452296819788
ova_body_c4_multihit11_ms	seed-4_sample-3	seed-5_sample-4	0.8014705882352942
ova_body_c4_multihit11_ms	seed-4_sample-4	seed-5_sample-0	0.9294605809128631
ova_body_c4_multihit11_ms	seed-4_sample-4	seed-5_sample-1	0.8809523809523809
ova_body_c4_multihit11_ms	seed-4_sample-4	seed-5_sample-2	0.8352490421455939
ova_body_c4_multihit11_ms	seed-4_sample-4	seed-5_sample-3	0.843065693430657
ova_body_c4_multihit11_ms	seed-4_sample-4	seed-5_sample-4	0.8421052631578947
ova_body_c4_multihit11_ms	seed-5_sample-0	seed-5_sample-1	0.8543307086614174
ova_body_c4_multihit11_ms	seed-5_sample-0	seed-5_sample-2	0.859375
ova_body_c4_multihit11_ms	seed-5_sample-0	seed-5_sample-3	0.8523985239852399
ova_body_c4_multihit11_ms	seed-5_sample-0	seed-5_sample-4	0.8659003831417624
ova_body_c4_multihit11_ms	seed-5_sample-1	seed-5_sample-2	0.8798449612403101
ova_body_c4_multihit11_ms	seed-5_sample-1	seed-5_sample-3	0.8381294964028777
ova_body_c4_multihit11_ms	seed-5_sample-1	seed-5_sample-4	0.8507462686567164
ova_body_c4_multihit11_ms	seed-5_sample-2	seed-5_sample-3	0.823321554770318
ova_body_c4_multihit11_ms	seed-5_sample-2	seed-5_sample-4	0.8351648351648352
ova_body_c4_multihit11_ms	seed-5_sample-3	seed-5_sample-4	0.8491228070175438
