source	chain_pair	category	unique_residue_pair_types	atom_level_events
OVA-C4-IPTM80-22Q__AF3	C-D	SaltBridge	2	4
OVA-C4-IPTM80-22Q__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-22Q__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-22Q__AF3	C-D	VdWContact	15	34
OVA-C4-IPTM80-22Q__Protenix	A-B	Hydrophobic	8	26
OVA-C4-IPTM80-22Q__Protenix	A-B	HydrogenBond	0	0
OVA-C4-IPTM80-22Q__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-22Q__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-22Q__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-22Q__Protenix	A-B	VdWContact	9	75
OVA-C4-IPTM80-22Q__Protenix	A-C	Hydrophobic	4	38
OVA-C4-IPTM80-22Q__Protenix	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-22Q__Protenix	A-C	SaltBridge	0	0
OVA-C4-IPTM80-22Q__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-22Q__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-22Q__Protenix	A-C	VdWContact	9	91
OVA-C4-IPTM80-22Q__Protenix	A-D	Hydrophobic	10	23
OVA-C4-IPTM80-22Q__Protenix	A-D	HydrogenBond	2	2
OVA-C4-IPTM80-22Q__Protenix	A-D	SaltBridge	4	6
OVA-C4-IPTM80-22Q__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-22Q__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-22Q__Protenix	A-D	VdWContact	27	88
OVA-C4-IPTM80-22Q__Protenix	B-C	Hydrophobic	10	20
OVA-C4-IPTM80-22Q__Protenix	B-C	HydrogenBond	2	2
OVA-C4-IPTM80-22Q__Protenix	B-C	SaltBridge	4	5
OVA-C4-IPTM80-22Q__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-22Q__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-22Q__Protenix	B-C	VdWContact	23	79
OVA-C4-IPTM80-22Q__Protenix	B-D	Hydrophobic	4	38
OVA-C4-IPTM80-22Q__Protenix	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-22Q__Protenix	B-D	SaltBridge	0	0
OVA-C4-IPTM80-22Q__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-22Q__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-22Q__Protenix	B-D	VdWContact	7	98
OVA-C4-IPTM80-22Q__Protenix	C-D	Hydrophobic	8	23
OVA-C4-IPTM80-22Q__Protenix	C-D	HydrogenBond	0	0
OVA-C4-IPTM80-22Q__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-22Q__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-22Q__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-22Q__Protenix	C-D	VdWContact	9	79
OVA-C4-IPTM80-19R__AF3	A-B	Hydrophobic	7	17
OVA-C4-IPTM80-19R__AF3	A-B	HydrogenBond	2	2
OVA-C4-IPTM80-19R__AF3	A-B	SaltBridge	0	0
OVA-C4-IPTM80-19R__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-19R__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-19R__AF3	A-B	VdWContact	8	17
OVA-C4-IPTM80-19R__AF3	A-C	Hydrophobic	5	18
OVA-C4-IPTM80-19R__AF3	A-C	HydrogenBond	1	1
OVA-C4-IPTM80-19R__AF3	A-C	SaltBridge	2	4
OVA-C4-IPTM80-19R__AF3	A-C	PiStacking	0	0
OVA-C4-IPTM80-19R__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-19R__AF3	A-C	VdWContact	19	60
OVA-C4-IPTM80-19R__AF3	A-D	Hydrophobic	6	28
OVA-C4-IPTM80-19R__AF3	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-19R__AF3	A-D	SaltBridge	0	0
OVA-C4-IPTM80-19R__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-19R__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-19R__AF3	A-D	VdWContact	15	62
OVA-C4-IPTM80-19R__AF3	B-C	Hydrophobic	6	28
OVA-C4-IPTM80-19R__AF3	B-C	HydrogenBond	0	0
OVA-C4-IPTM80-19R__AF3	B-C	SaltBridge	0	0
OVA-C4-IPTM80-19R__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-19R__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-19R__AF3	B-C	VdWContact	13	62
OVA-C4-IPTM80-19R__AF3	B-D	Hydrophobic	5	18
OVA-C4-IPTM80-19R__AF3	B-D	HydrogenBond	2	2
OVA-C4-IPTM80-19R__AF3	B-D	SaltBridge	2	4
OVA-C4-IPTM80-19R__AF3	B-D	PiStacking	0	0
OVA-C4-IPTM80-19R__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-19R__AF3	B-D	VdWContact	19	60
OVA-C4-IPTM80-19R__AF3	C-D	Hydrophobic	7	16
OVA-C4-IPTM80-19R__AF3	C-D	HydrogenBond	2	2
OVA-C4-IPTM80-19R__AF3	C-D	SaltBridge	0	0
OVA-C4-IPTM80-19R__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-19R__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-19R__AF3	C-D	VdWContact	9	19
OVA-C4-IPTM80-19R__Protenix	A-B	Hydrophobic	0	0
OVA-C4-IPTM80-19R__Protenix	A-B	HydrogenBond	0	0
OVA-C4-IPTM80-19R__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-19R__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-19R__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-19R__Protenix	A-B	VdWContact	0	0
OVA-C4-IPTM80-19R__Protenix	A-C	Hydrophobic	11	21
OVA-C4-IPTM80-19R__Protenix	A-C	HydrogenBond	4	4
OVA-C4-IPTM80-19R__Protenix	A-C	SaltBridge	2	2
OVA-C4-IPTM80-19R__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-19R__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-19R__Protenix	A-C	VdWContact	28	175
OVA-C4-IPTM80-19R__Protenix	A-D	Hydrophobic	11	34
OVA-C4-IPTM80-19R__Protenix	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-19R__Protenix	A-D	SaltBridge	0	0
OVA-C4-IPTM80-19R__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-19R__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-19R__Protenix	A-D	VdWContact	18	99
OVA-C4-IPTM80-19R__Protenix	B-C	Hydrophobic	11	29
OVA-C4-IPTM80-19R__Protenix	B-C	HydrogenBond	1	1
OVA-C4-IPTM80-19R__Protenix	B-C	SaltBridge	0	0
OVA-C4-IPTM80-19R__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-19R__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-19R__Protenix	B-C	VdWContact	16	78
OVA-C4-IPTM80-19R__Protenix	B-D	Hydrophobic	10	21
OVA-C4-IPTM80-19R__Protenix	B-D	HydrogenBond	5	5
OVA-C4-IPTM80-19R__Protenix	B-D	SaltBridge	2	2
OVA-C4-IPTM80-19R__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-19R__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-19R__Protenix	B-D	VdWContact	29	200
OVA-C4-IPTM80-19R__Protenix	C-D	Hydrophobic	0	0
OVA-C4-IPTM80-19R__Protenix	C-D	HydrogenBond	0	0
OVA-C4-IPTM80-19R__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-19R__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-19R__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-19R__Protenix	C-D	VdWContact	0	0
OVA-C4-IPTM80-21S__AF3	A-B	Hydrophobic	8	10
OVA-C4-IPTM80-21S__AF3	A-B	HydrogenBond	2	2
OVA-C4-IPTM80-21S__AF3	A-B	SaltBridge	0	0
OVA-C4-IPTM80-21S__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-21S__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-21S__AF3	A-B	VdWContact	9	18
OVA-C4-IPTM80-21S__AF3	A-C	Hydrophobic	8	14
OVA-C4-IPTM80-21S__AF3	A-C	HydrogenBond	4	9
OVA-C4-IPTM80-21S__AF3	A-C	SaltBridge	4	8
OVA-C4-IPTM80-21S__AF3	A-C	PiStacking	1	1
OVA-C4-IPTM80-21S__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-21S__AF3	A-C	VdWContact	25	66
OVA-C4-IPTM80-21S__AF3	A-D	Hydrophobic	3	10
OVA-C4-IPTM80-21S__AF3	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-21S__AF3	A-D	SaltBridge	2	2
OVA-C4-IPTM80-21S__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-21S__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-21S__AF3	A-D	VdWContact	11	37
OVA-C4-IPTM80-21S__AF3	B-C	Hydrophobic	4	9
OVA-C4-IPTM80-21S__AF3	B-C	HydrogenBond	0	0
OVA-C4-IPTM80-21S__AF3	B-C	SaltBridge	2	2
OVA-C4-IPTM80-21S__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-21S__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-21S__AF3	B-C	VdWContact	11	37
OVA-C4-IPTM80-21S__AF3	B-D	Hydrophobic	8	14
OVA-C4-IPTM80-21S__AF3	B-D	HydrogenBond	8	12
OVA-C4-IPTM80-21S__AF3	B-D	SaltBridge	4	8
OVA-C4-IPTM80-21S__AF3	B-D	PiStacking	1	1
OVA-C4-IPTM80-21S__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-21S__AF3	B-D	VdWContact	26	80
OVA-C4-IPTM80-21S__AF3	C-D	Hydrophobic	8	10
OVA-C4-IPTM80-21S__AF3	C-D	HydrogenBond	2	2
OVA-C4-IPTM80-21S__AF3	C-D	SaltBridge	0	0
OVA-C4-IPTM80-21S__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-21S__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-21S__AF3	C-D	VdWContact	8	17
OVA-C4-IPTM80-21S__Protenix	A-B	Hydrophobic	2	14
OVA-C4-IPTM80-21S__Protenix	A-B	HydrogenBond	0	0
OVA-C4-IPTM80-21S__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-21S__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-21S__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-21S__Protenix	A-B	VdWContact	9	111
OVA-C4-IPTM80-21S__Protenix	A-C	Hydrophobic	7	15
OVA-C4-IPTM80-21S__Protenix	A-C	HydrogenBond	1	1
OVA-C4-IPTM80-21S__Protenix	A-C	SaltBridge	0	0
OVA-C4-IPTM80-21S__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-21S__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-21S__Protenix	A-C	VdWContact	8	48
OVA-C4-IPTM80-21S__Protenix	A-D	Hydrophobic	10	21
OVA-C4-IPTM80-21S__Protenix	A-D	HydrogenBond	0	0
OVA-C4-IPTM80-21S__Protenix	A-D	SaltBridge	4	6
OVA-C4-IPTM80-21S__Protenix	A-D	PiStacking	1	1
OVA-C4-IPTM80-21S__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-21S__Protenix	A-D	VdWContact	31	88
OVA-C4-IPTM80-21S__Protenix	B-C	Hydrophobic	10	23
OVA-C4-IPTM80-21S__Protenix	B-C	HydrogenBond	1	1
OVA-C4-IPTM80-21S__Protenix	B-C	SaltBridge	4	6
OVA-C4-IPTM80-21S__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-21S__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-21S__Protenix	B-C	VdWContact	31	89
OVA-C4-IPTM80-21S__Protenix	B-D	Hydrophobic	8	20
OVA-C4-IPTM80-21S__Protenix	B-D	HydrogenBond	2	2
OVA-C4-IPTM80-21S__Protenix	B-D	SaltBridge	0	0
OVA-C4-IPTM80-21S__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-21S__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-21S__Protenix	B-D	VdWContact	9	70
OVA-C4-IPTM80-21S__Protenix	C-D	Hydrophobic	2	14
OVA-C4-IPTM80-21S__Protenix	C-D	HydrogenBond	0	0
OVA-C4-IPTM80-21S__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-21S__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-21S__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-21S__Protenix	C-D	VdWContact	10	129
OVA-C4-IPTM80-20T__AF3	A-B	Hydrophobic	3	35
OVA-C4-IPTM80-20T__AF3	A-B	HydrogenBond	0	0
OVA-C4-IPTM80-20T__AF3	A-B	SaltBridge	2	2
OVA-C4-IPTM80-20T__AF3	A-B	PiStacking	0	0
OVA-C4-IPTM80-20T__AF3	A-B	CationPi	0	0
OVA-C4-IPTM80-20T__AF3	A-B	VdWContact	10	38
OVA-C4-IPTM80-20T__AF3	A-C	Hydrophobic	5	9
OVA-C4-IPTM80-20T__AF3	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-20T__AF3	A-C	SaltBridge	0	0
OVA-C4-IPTM80-20T__AF3	A-C	PiStacking	1	1
OVA-C4-IPTM80-20T__AF3	A-C	CationPi	0	0
OVA-C4-IPTM80-20T__AF3	A-C	VdWContact	6	8
OVA-C4-IPTM80-20T__AF3	A-D	Hydrophobic	8	14
OVA-C4-IPTM80-20T__AF3	A-D	HydrogenBond	6	8
OVA-C4-IPTM80-20T__AF3	A-D	SaltBridge	4	6
OVA-C4-IPTM80-20T__AF3	A-D	PiStacking	0	0
OVA-C4-IPTM80-20T__AF3	A-D	CationPi	0	0
OVA-C4-IPTM80-20T__AF3	A-D	VdWContact	21	57
OVA-C4-IPTM80-20T__AF3	B-C	Hydrophobic	8	14
OVA-C4-IPTM80-20T__AF3	B-C	HydrogenBond	6	6
OVA-C4-IPTM80-20T__AF3	B-C	SaltBridge	4	6
OVA-C4-IPTM80-20T__AF3	B-C	PiStacking	0	0
OVA-C4-IPTM80-20T__AF3	B-C	CationPi	0	0
OVA-C4-IPTM80-20T__AF3	B-C	VdWContact	21	60
OVA-C4-IPTM80-20T__AF3	B-D	Hydrophobic	5	9
OVA-C4-IPTM80-20T__AF3	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-20T__AF3	B-D	SaltBridge	0	0
OVA-C4-IPTM80-20T__AF3	B-D	PiStacking	1	1
OVA-C4-IPTM80-20T__AF3	B-D	CationPi	0	0
OVA-C4-IPTM80-20T__AF3	B-D	VdWContact	5	5
OVA-C4-IPTM80-20T__AF3	C-D	Hydrophobic	3	29
OVA-C4-IPTM80-20T__AF3	C-D	HydrogenBond	0	0
OVA-C4-IPTM80-20T__AF3	C-D	SaltBridge	2	2
OVA-C4-IPTM80-20T__AF3	C-D	PiStacking	0	0
OVA-C4-IPTM80-20T__AF3	C-D	CationPi	0	0
OVA-C4-IPTM80-20T__AF3	C-D	VdWContact	12	46
OVA-C4-IPTM80-20T__Protenix	A-B	Hydrophobic	8	8
OVA-C4-IPTM80-20T__Protenix	A-B	HydrogenBond	0	0
OVA-C4-IPTM80-20T__Protenix	A-B	SaltBridge	0	0
OVA-C4-IPTM80-20T__Protenix	A-B	PiStacking	0	0
OVA-C4-IPTM80-20T__Protenix	A-B	CationPi	0	0
OVA-C4-IPTM80-20T__Protenix	A-B	VdWContact	5	47
OVA-C4-IPTM80-20T__Protenix	A-C	Hydrophobic	3	16
OVA-C4-IPTM80-20T__Protenix	A-C	HydrogenBond	0	0
OVA-C4-IPTM80-20T__Protenix	A-C	SaltBridge	0	0
OVA-C4-IPTM80-20T__Protenix	A-C	PiStacking	0	0
OVA-C4-IPTM80-20T__Protenix	A-C	CationPi	0	0
OVA-C4-IPTM80-20T__Protenix	A-C	VdWContact	8	41
OVA-C4-IPTM80-20T__Protenix	A-D	Hydrophobic	12	24
OVA-C4-IPTM80-20T__Protenix	A-D	HydrogenBond	3	3
OVA-C4-IPTM80-20T__Protenix	A-D	SaltBridge	4	8
OVA-C4-IPTM80-20T__Protenix	A-D	PiStacking	0	0
OVA-C4-IPTM80-20T__Protenix	A-D	CationPi	0	0
OVA-C4-IPTM80-20T__Protenix	A-D	VdWContact	28	122
OVA-C4-IPTM80-20T__Protenix	B-C	Hydrophobic	12	21
OVA-C4-IPTM80-20T__Protenix	B-C	HydrogenBond	3	3
OVA-C4-IPTM80-20T__Protenix	B-C	SaltBridge	4	7
OVA-C4-IPTM80-20T__Protenix	B-C	PiStacking	0	0
OVA-C4-IPTM80-20T__Protenix	B-C	CationPi	0	0
OVA-C4-IPTM80-20T__Protenix	B-C	VdWContact	25	108
OVA-C4-IPTM80-20T__Protenix	B-D	Hydrophobic	3	14
OVA-C4-IPTM80-20T__Protenix	B-D	HydrogenBond	0	0
OVA-C4-IPTM80-20T__Protenix	B-D	SaltBridge	0	0
OVA-C4-IPTM80-20T__Protenix	B-D	PiStacking	0	0
OVA-C4-IPTM80-20T__Protenix	B-D	CationPi	0	0
OVA-C4-IPTM80-20T__Protenix	B-D	VdWContact	9	44
OVA-C4-IPTM80-20T__Protenix	C-D	Hydrophobic	6	10
OVA-C4-IPTM80-20T__Protenix	C-D	HydrogenBond	0	0
OVA-C4-IPTM80-20T__Protenix	C-D	SaltBridge	0	0
OVA-C4-IPTM80-20T__Protenix	C-D	PiStacking	0	0
OVA-C4-IPTM80-20T__Protenix	C-D	CationPi	0	0
OVA-C4-IPTM80-20T__Protenix	C-D	VdWContact	7	48
